keydate,contractnumber,customernumber,companycode,contract_status,contract_substatus,totalarrearamount,totalfeeamount,totalinterestamount,totalcapitalamount,totalotheramount,financetypedescription,postofficecode,FuelType,modeldescription,chassisnumber,plate,contractstartdate,contractenddate,DealerID,newused,substatuscode,terminationdate,numberofdowns,bpname,dpd,netbookvalue,fiscalregistrationcode,retailcorporate,legalentitycode,customernetbookvalue,collectioncaseid,collectioncase_status,lastupdateuser,lastupdatedatetime,primarytaskid,servicecase_status,servicecase_subtask,collectioncase_subtask,contract_flag,bp_flag,LitigationStatus,holddate,BankruptcyStatus,PromiseStatus,ExtAgencyStatus,ExtAgencyName,ExtAgencySubtaskStatus,lastinteractiontype,workqueue,workqueue_entrydate,workqueue_updatedate,servicecasequeue_status,lastrejectcode,lastpaymentinvoice,Task_Status_List,subtaskleadingcase,leadingcase,allocationrange,lastworkeddate,oldestduedate,lastdelinquencyreason,lastdelinquencyreasondate,bucket,ND_FLAG,country,customertotalarrearamount,ND_DATE,foreclosuredate,prior_totalarrearamount,leadingcasestatus,id,languagecode,lastworkeddatesystem,lastworkeddateuser,row_hash
2/23/2025,1512457,331295919,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,PETROL,Classe A 180 Style Line,DPGA002-zu62U8U/LWi0zJoavhccN6UWTCXzbPGMx3FhT7ApfEpX,DPGA002-cqJwmfnfwkzYDaL7qULNQAc=,6/21/2021,7/21/2024,330874898,N,200,null,null,DPGA002-TJ/4WvIobr/eOPKblWmJPxCo7OJOq0PnbBWJKMDC5d4z,null,17211.85,070682GUILL,R,SOLE TRADER,17211.85,C-FR-PC-58140,Pending-EOC,System,2024-10-09T07:29:13Z,EOC-FR-58103,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-07-22T12:28:37Z,2024-07-29T12:29:03Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range7,2024-07-22T12:28:30Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-07-22T12:28:30Z,null,5af39cfcf14663b18af7910b59dd6a0d39f5627a6da7e9398cf43e2c4540a432
2/23/2025,1512776,331434625,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,Location avec option d achat,null,DIESEL,Classe V (03/14) 250 d Long Executive 7GTro+,DPGA002-/mo/QrWL8HIig7HGrbbq+viTN4YnO/J+jmYodGqOrrRq,DPGA002-XlCHhnGV/+a/jAtP0PJu8K0=,6/24/2021,7/24/2024,330870305,U,200,null,null,DPGA002-HhLqiuF1+WkkaEmJ3Mr+2JplCazWtzjaOaTn0nNsuzZ7,null,6427,null,R,COMPANY,6427,C-FR-PC-61066,Pending-EOC,System,2024-10-09T07:29:25Z,EOC-FR-61066,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-07-25T12:33:05Z,2024-08-01T12:33:25Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-07-25T12:32:59Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-07-25T12:32:59Z,null,2c90a44b7ec4e28fcadda2612de8449669d552fca7f635e483c88566fd562f71
2/23/2025,1512980,331253766,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A 200 d Progressive Line,DPGA002-EHzgTl/iy0g63CYAeHHpV+s1WqAo29dMvZGmNWpAc3bR,DPGA002-YNiVWJLHfvVtVUYyBNViaNI=,6/18/2021,7/18/2024,330820812,N,200,null,null,DPGA002-I4hsvI8lSt33qLf0Pg9xgFA=,null,20714.63,null,R,COMPANY,39124.01,C-FR-PC-58097,Pending-EOC,System,2024-10-09T07:29:12Z,EOC-FR-58060,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-07-19T12:27:46Z,2024-07-26T12:27:50Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range6,2024-07-19T12:27:39Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-07-19T12:27:39Z,null,fc27713b206229dcbfb9e0cc6af503941dac4e159fab75c2ab550c5aff94fca0
2/23/2025,1513241,331290445,331,ENDED - Ended,820 - Contract Settled,1000,null,null,300,null,LOA Facility,null,DIESEL,GLB 220 d 4MATIC AMG Line,DPGA002-1u3zrGCH3SaQfHHquAizIjaTN4YnO/J+jmYodGqOrrRq,DPGA002-jaYhoSMYCc1HxHhc8myfRmw=,6/27/2021,7/27/2024,331288087,N,820,1/3/2023,null,DPGA002-FYcZItltVvDfluWQGQCqZePLbxWKuawdKqbP/gQclbjJ,null,0,040387CATOI,R,PRIVATE INDIVIDUAL,51267.68,C-FR-PC-60075,Pending-EOC,System,2024-10-09T07:29:22Z,EOC-FR-60075,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-07-28T12:27:04Z,2024-08-04T12:27:05Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range4,2024-07-28T12:26:58Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-07-28T12:26:58Z,null,8a72bdce8e69525d9b3c2f665cd48bdb2e5f88132c60e9ec13649b108fa38275
2/23/2025,1513663,331271513,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,Cr�dit Bail Facility,null,DIESEL,"Sprinter 319 FG 43 3,5t SPRINTER 319 FG 43 3,5t PR",DPGA002-VqH5WsIoFl5HkBneBvbIjDFpjhhT9TKwRjFJZPb44/Wk,DPGA002-r7uzxMsiNjrGhaiCQn0QOHA=,6/25/2021,6/25/2024,331379345,N,200,null,null,DPGA002-u2PeKBqWyIYqr8K5Glhs5rQ=,null,21565.12,null,R,COMPANY,21565.12,C-FR-PC-55202,Pending-EOC,System,2024-10-09T07:29:05Z,EOC-FR-57198,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-06-26T12:30:36Z,2024-07-03T12:30:39Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range4,2024-06-26T12:30:30Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-06-26T12:30:30Z,null,9e62a4576c950a33e32afd9caf00ade46aa3d92cf0da29ffd773371f314f2d29
2/23/2025,1514518,331436179,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,GLE 350 de 4MATIC AMG Line,DPGA002-+x0k7E9kmhFChnBcZYdCTDEWTCXzbPGMx3FhT7ApfEpX,DPGA002-us0MX7pey2SvI2/pg9ItuuE=,7/1/2021,8/1/2024,330602338,N,200,null,null,DPGA002-1UMKzyNg2laro3U60qgrR8M=,null,41729.98,null,R,COMPANY,41729.98,C-FR-PC-61226,Pending-EOC,System,2024-10-09T07:29:29Z,EOC-FR-61226,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-08-02T12:25:18Z,2024-08-09T12:25:19Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range2,2024-08-02T12:25:11Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-08-02T12:25:11Z,null,3bb0180c2e1579595701ccfc69695a84289913c18d9083e327a936abacffb2a2
2/23/2025,1515976,331437633,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,Classe A 250 e AMG Line,DPGA002-Wp4ItW4dsIn3pxrRr45dc7bwy7HCSd+ZAJBHi4OMQQ+1,DPGA002-8mYWhaJotgaZFKCuhCjT6kE=,7/17/2021,8/17/2024,330602139,N,200,null,null,DPGA002-D9WkoMUyruQcTuGjbYn6LGm6Y093RE8adXURM4pkB5fE,null,25393.15,null,R,COMPANY,25393.15,C-FR-PC-62030,Pending-EOC,System,2024-10-09T07:29:30Z,EOC-FR-62030,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-08-18T12:26:02Z,2024-08-25T12:26:03Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-08-18T12:25:55Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-08-18T12:25:55Z,null,dd985737c7bbb9029d42e8488f270e62045a3e33e55fd51d72382764818464da
2/23/2025,1516344,331438001,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,CLA 250 e Shooting Brake AMG Line,DPGA002-YmJez2WTCdZtvpX8NtPvHN0WTCXzbPGMx3FhT7ApfEpX,DPGA002-BVtBH9S602iDO+d5PYCB6Qw=,7/22/2021,8/22/2024,330602464,N,200,null,null,DPGA002-3XpJKTCs0BARxQbJXOPccgtJuyH4HQyuPlYqEWS/+yKYl8EDDSvKwU/x7K/QFNZ9Vw==,null,26509.75,null,R,COMPANY,26509.75,C-FR-PC-65080,Pending-EOC,System,2024-10-09T07:29:33Z,EOC-FR-65080,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-08-23T12:29:29Z,2024-08-23T12:29:44Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range1,2024-08-23T12:29:21Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-08-23T12:29:21Z,null,705b299a9831a12aa34ba9cd07a3caab83ee80f2ea484d46234f1852b17d3c9e
2/23/2025,1516573,331311156,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A 180 d AMG Line,DPGA002-4nckqisCnP6aSSfr01KjjOE1WqAo29dMvZGmNWpAc3bR,DPGA002-3kTcNjZ2l/w8VbDeJ47MKs0=,7/23/2021,8/23/2024,330602349,N,200,null,null,DPGA002-zr5Zc5LV6yi/caprpg41Z7hDaN5gow8GOjGdDIdYx6TPcVLj46kB/+VjgkUaKoqEBA==,null,20009.87,200473GUILB,R,PRIVATE INDIVIDUAL,20009.87,C-FR-PC-65134,Pending-EOC,System,2024-10-09T07:29:34Z,EOC-FR-65134,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-08-24T12:29:24Z,2024-08-31T12:29:28Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range2,2024-08-24T12:29:18Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-08-24T12:29:18Z,null,944c8e3ff02545c66d77b9952577f9d167501de59a8f57d60d87087bbc72e000
2/23/2025,1516920,331438579,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,GLC 300 d 4MATIC Coup� AMG Line,DPGA002-r2N4i6wGU3c/4MWYF5mh19rwy7HCSd+ZAJBHi4OMQQ+1,DPGA002-VS7lEjlHsgp3gdEoGUhBnWA=,7/26/2021,8/26/2024,330602499,N,200,null,null,DPGA002-jTKoQRqcHtY9D9vC+ICi+ik=,null,36155.64,null,null,OTHERS,null,C-FR-PC-65236,Pending-EOC,System,2024-10-09T07:29:37Z,EOC-FR-65236,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-08-27T12:29:41Z,2024-09-03T12:29:51Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,null,2024-08-27T12:29:34Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-08-27T12:29:34Z,null,fc3d4e25caa14bd05e10924fc1d640cc2db5846eb49767385961297015495c0d
2/23/2025,1518076,331439751,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A 180 d AMG Line,DPGA002-VIFFcCuf+RXqeKS8RrnNGH8WTCXzbPGMx3FhT7ApfEpX,DPGA002-uVRn98FHdT75KeFzR+Y3PlI=,8/9/2021,9/9/2024,330601975,N,200,null,null,DPGA002-BoNQYhOUk3miFKapiVtKFRBr9swfVAkgoOrO+l5Tp6MKEJxLLlHBeeeoyE4wdAs7Aw==,null,19922.8,310171POTOT,R,PRIVATE INDIVIDUAL,19922.8,C-FR-PC-69013,Pending-EOC,System,2024-10-09T07:29:39Z,EOC-FR-69013,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-09-10T12:25:13Z,2024-09-17T12:25:33Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range6,2024-09-10T12:25:09Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-09-10T12:25:09Z,null,ffe7c654dede170a7b4fdb2aaf101221c66634738e77a08b0249701689ede513
2/23/2025,1519452,331130656,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,GLC 300e 4MATIC Coup� AMG Line,DPGA002-h4b4bX6cXpZI/qkuJ+/jSApWwy3bIDLVuF8M85V/6NQg,DPGA002-FQCUQ1gteBvw6FS6lVgqjp8=,8/24/2021,9/24/2024,330870305,N,200,null,null,DPGA002-Z5jNdeW9evX+ysVwYoolPXg5dTcK5wYd1lllsjX7rjwK,null,40136,150773NGALE,R,PRIVATE INDIVIDUAL,40136,C-FR-PC-72019,Pending-EOC,System,2024-10-09T07:29:44Z,EOC-FR-72019,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-09-25T12:29:30Z,2024-10-02T12:29:54Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-09-25T12:29:16Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-09-25T12:29:16Z,null,0ce796fdd55f1f55daab6f0aa85390ce416dc13e2da6904c74d83210a2f8b5cb
2/23/2025,1519696,331357961,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,HYBRID,Classe A 250 e Business Line,DPGA002-h5rXh0ywInWVBtzCwZhg5kNpjhhT9TKwRjFJZPb44/Wk,DPGA002-SbxaldgkbZ/UcLhj9VNYIww=,7/21/2021,8/21/2024,330602057,N,200,null,null,DPGA002-9p2OcXCHFn4WnyaQHBSkgCgGZA8nRhDfjvI6wS/E5B2s,null,19282.82,null,R,COMPANY,30778.57,C-FR-PC-65025,Pending-EOC,System,2024-10-09T07:29:32Z,EOC-FR-65025,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-08-22T12:27:20Z,2024-08-29T12:27:21Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range7,2024-08-22T12:27:14Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-08-22T12:27:14Z,null,a5d846f6452fc7fbbdd08a07bf07740792feddb02f02ee3acf50967985a32a47
2/23/2025,1520995,331442335,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A (03/18) 200 d 150ch AMG Line 8GDCT,DPGA002-rtKbj11CI6mFSv1r2gM+yfLbBpDRfWS+1V+/2C3HmZ3A,DPGA002-3U9rpzvxYOafekOLXXnIVM0=,9/10/2021,10/20/2024,330801566,U,200,null,null,DPGA002-d/SBNi+PmsmaHNkUe/VF/tMgooa47L/qjjTPpMHoWRVL,null,19436.58,270300OUHAM,R,PRIVATE INDIVIDUAL,19436.58,C-FR-PC-78023,Pending-EOC,System,2024-10-21T12:25:43Z,EOC-FR-79023,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-10-21T12:25:50Z,2024-10-28T12:26:07Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range3,2024-10-21T12:25:44Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-10-21T12:25:44Z,null,17367c2adb0d2ccc3ff6ab570ed67e489b000c7a3fcc8a79f8893ea583e1769c
2/23/2025,1521541,331442925,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A 180 d Business Line,DPGA002-3RXBafgL4nPgqKF1823/fbsWTCXzbPGMx3FhT7ApfEpX,DPGA002-Bn0QXD2CJuo72y6VcldPqt8=,9/21/2021,10/21/2024,331288087,N,200,null,null,DPGA002-dHIZ5PPOMBX4f2yl60DGFRU=,null,15742.89,010693MAZIE,R,PRIVATE INDIVIDUAL,15742.89,C-FR-PC-79034,Pending-WriteOff,System,2024-10-22T12:27:36Z,EOC-FR-80034,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,Research,FREndOfContractWQ,2024-10-22T12:27:42Z,2024-10-29T12:28:03Z,Pending-EOCInvoicesInArrears,null,null,"Pending-WOLocalApproval : Pending Local Approval, Pending-EOCInvoicesInArrears : EOC Invoices",EOC Invoices,End Of Contract,Range7,2024-12-19T05:23:06Z,null,null,2024-12-19T05:21:34Z,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,null,2024-12-19T05:23:06Z,51ea93df88e586b735096fa56efc106541d8fe0e9c9fd0eaf1d1332c36f9412f
2/23/2025,1521790,331346894,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe B 200 d AMG Line Edition,DPGA002-HvsTPqFTM+qEcy2L5lvctIJVhfKWiv5yGf77ZlZgQGfQ,DPGA002-CY0tYG7UINz+3HAyvNgl9pY=,9/23/2021,10/23/2024,331137953,N,200,null,null,DPGA002-SyQ/w6F2D9t9h7HdXvdrvbyUGzmEF/wA9PrbqT+mPKuq,null,20454.68,120778FEC,R,PRIVATE INDIVIDUAL,20454.68,C-FR-PC-79153,Pending-EOC,System,2024-10-24T12:29:52Z,EOC-FR-80153,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-10-24T12:29:59Z,2024-10-31T12:30:19Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range7,2024-10-24T12:29:52Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-10-24T12:29:52Z,null,2b3cd353e2a88e12126eb16016b64dcea9ff8d1dafe10e34befc084dc33bd53e
2/23/2025,1522068,331443495,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,GLC (06/15) 220 d 170ch Sportline 4M 9GTro E6c,DPGA002-pk50G+HLJ/4AuBbjayrs60WTN4YnO/J+jmYodGqOrrRq,DPGA002-1KTE/s6ib/jW15ESkvjalbI=,9/24/2021,10/24/2024,331241014,U,200,null,null,DPGA002-pNjZrScEeN0htLMvmfFqP+4=,null,21208.04,null,R,COMPANY,21208.04,C-FR-PC-79198,Pending-EOC,System,2024-10-25T12:26:41Z,EOC-FR-80198,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-10-25T12:26:46Z,2024-11-01T12:27:07Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range4,2024-10-25T12:26:41Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-10-25T12:26:41Z,null,e7a8ce793f92059d2c2da9441b7882597ab2b7ae0ec73fb15d23abefa7bf2871
2/23/2025,1523354,331305304,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,GLA 200 d AMG Line,DPGA002-fQchrQII1zAKgIKnPnsTxEEWTCXzbPGMx3FhT7ApfEpX,DPGA002-qu/D1hTrHlgOwn7RWThxIrQ=,10/6/2021,11/6/2024,330602024,N,200,null,null,DPGA002-+cm5HajYtOUOZCNrc0jEnL9TrpPmluiv6oyGYEqFtejZmIZwdp5l178k+N/Sv+0Q6Q==,null,26924.76,191287AZERR,R,SOLE TRADER,26924.76,C-FR-PC-79351,Pending-EOC,System,2024-11-07T12:25:01Z,EOC-FR-80352,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-11-07T12:25:10Z,2024-11-14T12:25:38Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range3,2024-11-07T12:25:01Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-11-07T12:25:01Z,null,89456124190d65d086bfd44753648e8601cb6e45e22d346de4296439fe13fade
2/23/2025,1524851,331446016,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,ELECTRIC,EQA 250 AMG Line,DPGA002-gv1BSgOi8MxixLqV+v0gWYo1WqAo29dMvZGmNWpAc3bR,DPGA002-8FwCqOAaKXLpT3EhcfaOiAo=,10/21/2021,11/21/2024,330868705,N,200,null,null,DPGA002-7XsFrp9AqQe+vlDVEZ5/N9g=,null,28981.64,null,R,COMPANY,28981.64,C-FR-PC-79463,Pending-EOC,System,2024-11-22T12:25:26Z,EOC-FR-80464,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-11-22T12:25:33Z,2024-11-29T12:25:53Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range1,2024-11-22T12:25:26Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-11-22T12:25:26Z,null,6e7d9831f1c83eb0cb5aee88336a48baf6f35091fd24f6a1a95079556b84e6e9
2/23/2025,1525098,331377108,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,GLC 300 d 4MATIC SUV AMG Line,DPGA002-wqT8YG1+wUXV097knd9i+xIs+pjeNJwzQ6tzkCKJ5AgT,DPGA002-FT0FXU4IGfNh4Gn4dJjcoBI=,10/22/2021,11/22/2024,331131031,N,200,null,null,DPGA002-Pb63aRbr2Hv2oFKoc3Oaipm6Y093RE8adXURM4pkB5fE,null,41984.59,030963ELNAG,R,SOLE TRADER,41984.59,C-FR-PC-79574,Pending-EOC,System,2024-11-23T12:35:54Z,EOC-FR-80575,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-11-23T12:36:01Z,2024-11-30T12:36:16Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range1,2024-11-23T12:35:54Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-11-23T12:35:54Z,null,a0c6c4d891c4168f5d8701a0493ab24ee534968a3d3834e9effce69c8a35f1bf
2/23/2025,1525280,331320665,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,GLC 220 d 4MATIC Coup� Business Line,DPGA002-JoJYrumKF2HVxAB0rBVHRL0WTCXzbPGMx3FhT7ApfEpX,DPGA002-tTSqAz+iTAUMK+dWnJ9zcQs=,10/22/2021,11/22/2024,330850428,N,200,null,null,DPGA002-tRs9G+SQDulbdbN3AB2fdasHgnuUHcQ/yHkq2QJDMVzp,null,37808.71,210655GAMEI,R,PRIVATE INDIVIDUAL,37808.71,C-FR-PC-79502,Pending-EOC,System,2024-11-23T12:25:50Z,EOC-FR-80503,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-11-23T12:25:59Z,2024-11-30T12:26:12Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-11-23T12:25:51Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-11-23T12:25:51Z,null,985c567bdd099250d713c64c0301d72236fc69f5160d95ea142d2328626832ff
2/23/2025,1525455,331446591,331,LIVE - Live,200 - Contract live,1000,null,null,300,null,LOA Facility,null,DIESEL,Classe A 200 d Business Line,DPGA002-FSrATBI33kPhp/FYz9kz2Jzwy7HCSd+ZAJBHi4OMQQ+1,DPGA002-CgcqPSvQxhVyTr+QZqy4c4Y=,10/26/2021,11/26/2024,331019634,N,200,null,null,DPGA002-7umih5o8VV8v6DPjgjJtDYE=,null,21160.82,null,R,COMPANY,21160.82,C-FR-PC-78165,Pending-EOC,System,2024-11-27T12:36:23Z,EOC-FR-79164,Pending-EOCInvoicesInArrears,EOC Invoices,FirstDayOfArrears,null,null,null,null,null,null,null,null,null,null,FREndOfContractWQ,2024-11-27T12:36:31Z,2024-12-04T12:36:46Z,Pending-EOCInvoicesInArrears,null,null,Pending-EOCInvoicesInArrears : EOC Invoices,EOC Invoices,End Of Contract,Range5,2024-11-27T12:36:23Z,null,null,null,null,No,FRANCE,null,null,null,null,Pending-EOCInvoicesInArrears,null,null,2024-11-27T12:36:23Z,null,ced04357316203eaaa4c626953ded201ab82f741c9c0dcb8b0e8b0d23b6933aa
